,minute,player,value,pindex
897,34,Larry Drew II,0,22
898,35,Larry Drew II,0,22
899,36,Larry Drew II,0,22
900,37,Larry Drew II,60,22
901,38,Larry Drew II,60,22
902,39,Larry Drew II,60,22
903,40,Larry Drew II,60,22
904,41,Larry Drew II,1,22
905,42,Larry Drew II,0,22
906,43,Larry Drew II,0,22
907,44,Larry Drew II,0,22
908,45,Larry Drew II,0,22
909,46,Larry Drew II,97,22
910,47,Larry Drew II,180,22
911,48,Larry Drew II,177,22
912,1,James Michael McAdoo,0,20
913,2,James Michael McAdoo,0,20
914,3,James Michael McAdoo,0,20
915,4,James Michael McAdoo,0,20
916,5,James Michael McAdoo,0,20
917,6,James Michael McAdoo,0,20
918,7,James Michael McAdoo,0,20
919,8,James Michael McAdoo,0,20
920,9,James Michael McAdoo,0,20
921,10,James Michael McAdoo,0,20
922,11,James Michael McAdoo,0,20
923,12,James Michael McAdoo,0,20
924,13,James Michael McAdoo,0,20
925,14,James Michael McAdoo,0,20
926,15,James Michael McAdoo,0,20
927,16,James Michael McAdoo,0,20
928,17,James Michael McAdoo,0,20
929,18,James Michael McAdoo,0,20
930,19,James Michael McAdoo,0,20
931,20,James Michael McAdoo,0,20
932,21,James Michael McAdoo,0,20
933,22,James Michael McAdoo,0,20
934,23,James Michael McAdoo,0,20
935,24,James Michael McAdoo,0,20
936,25,James Michael McAdoo,0,20
937,26,James Michael McAdoo,0,20
938,27,James Michael McAdoo,0,20
939,28,James Michael McAdoo,0,20
940,29,James Michael McAdoo,0,20
941,30,James Michael McAdoo,0,20
942,31,James Michael McAdoo,0,20
943,32,James Michael McAdoo,0,20
944,33,James Michael McAdoo,0,20
945,34,James Michael McAdoo,0,20
946,35,James Michael McAdoo,0,20
947,36,James Michael McAdoo,0,20
948,37,James Michael McAdoo,0,20
949,38,James Michael McAdoo,0,20
950,39,James Michael McAdoo,0,20
951,40,James Michael McAdoo,0,20
952,41,James Michael McAdoo,24,20
953,42,James Michael McAdoo,112,20
954,43,James Michael McAdoo,120,20
955,44,James Michael McAdoo,120,20
956,45,James Michael McAdoo,161,20
957,46,James Michael McAdoo,180,20
958,47,James Michael McAdoo,180,20
959,48,James Michael McAdoo,177,20
960,1,Jacob Pullen,0,23
961,2,Jacob Pullen,0,23
962,3,Jacob Pullen,0,23
963,4,Jacob Pullen,0,23
964,5,Jacob Pullen,0,23
965,6,Jacob Pullen,0,23
966,7,Jacob Pullen,0,23
967,8,Jacob Pullen,0,23
968,9,Jacob Pullen,0,23
969,10,Jacob Pullen,0,23
970,11,Jacob Pullen,0,23
971,12,Jacob Pullen,0,23
972,13,Jacob Pullen,0,23
973,14,Jacob Pullen,0,23
974,15,Jacob Pullen,0,23
975,16,Jacob Pullen,0,23
976,17,Jacob Pullen,0,23
977,18,Jacob Pullen,0,23
978,19,Jacob Pullen,0,23
979,20,Jacob Pullen,0,23
980,21,Jacob Pullen,0,23
981,22,Jacob Pullen,0,23
982,23,Jacob Pullen,0,23
983,24,Jacob Pullen,0,23
984,25,Jacob Pullen,0,23
985,26,Jacob Pullen,0,23
986,27,Jacob Pullen,0,23
987,28,Jacob Pullen,0,23
988,29,Jacob Pullen,0,23
989,30,Jacob Pullen,0,23
990,31,Jacob Pullen,0,23
991,32,Jacob Pullen,0,23
992,33,Jacob Pullen,0,23
993,34,Jacob Pullen,0,23
994,35,Jacob Pullen,0,23
995,36,Jacob Pullen,0,23
996,37,Jacob Pullen,0,23
997,38,Jacob Pullen,0,23
998,39,Jacob Pullen,0,23
999,40,Jacob Pullen,0,23
1000,41,Jacob Pullen,0,23
1001,42,Jacob Pullen,0,23
1002,43,Jacob Pullen,0,23
1003,44,Jacob Pullen,0,23
1004,45,Jacob Pullen,41,23
1005,46,Jacob Pullen,60,23
1006,47,Jacob Pullen,90,23
1007,48,Jacob Pullen,171,23
1008,1,Nik Stauskas,0,18
1009,2,Nik Stauskas,0,18
1010,3,Nik Stauskas,0,18
1011,4,Nik Stauskas,0,18
1012,5,Nik Stauskas,0,18
1013,6,Nik Stauskas,0,18
1014,7,Nik Stauskas,0,18
1015,8,Nik Stauskas,0,18
1016,9,Nik Stauskas,0,18
1017,10,Nik Stauskas,0,18
1018,11,Nik Stauskas,52,18
1019,12,Nik Stauskas,170,18
1020,13,Nik Stauskas,180,18
1021,14,Nik Stauskas,180,18
1022,15,Nik Stauskas,180,18
1023,16,Nik Stauskas,229,18
1024,17,Nik Stauskas,169,18
1025,18,Nik Stauskas,63,18
1026,19,Nik Stauskas,115,18
1027,20,Nik Stauskas,94,18
1028,21,Nik Stauskas,60,18
1029,22,Nik Stauskas,60,18
1030,23,Nik Stauskas,60,18
1031,24,Nik Stauskas,60,18
1032,25,Nik Stauskas,0,18
1033,26,Nik Stauskas,0,18
1034,27,Nik Stauskas,0,18
1035,28,Nik Stauskas,0,18
1036,29,Nik Stauskas,0,18
1037,30,Nik Stauskas,0,18
1038,31,Nik Stauskas,0,18
1039,32,Nik Stauskas,0,18
1040,33,Nik Stauskas,0,18
1041,34,Nik Stauskas,0,18
1042,35,Nik Stauskas,33,18
1043,36,Nik Stauskas,108,18
1044,37,Nik Stauskas,120,18
1045,38,Nik Stauskas,80,18
1046,39,Nik Stauskas,60,18
1047,40,Nik Stauskas,65,18
1048,41,Nik Stauskas,60,18
1049,42,Nik Stauskas,60,18
1050,43,Nik Stauskas,60,18
1051,44,Nik Stauskas,60,18
1052,45,Nik Stauskas,60,18
1053,46,Nik Stauskas,60,18
1054,47,Nik Stauskas,76,18
1055,48,Nik Stauskas,118,18
1056,1,Jahlil Okafor,0,19
1057,2,Jahlil Okafor,0,19
1058,3,Jahlil Okafor,0,19
1059,4,Jahlil Okafor,0,19
1060,5,Jahlil Okafor,0,19
1061,6,Jahlil Okafor,33,19
1062,7,Jahlil Okafor,60,19
1063,8,Jahlil Okafor,60,19
1064,9,Jahlil Okafor,24,19
1065,10,Jahlil Okafor,60,19
1066,11,Jahlil Okafor,60,19
1067,12,Jahlil Okafor,60,19
1068,13,Jahlil Okafor,0,19
1069,14,Jahlil Okafor,0,19
1070,15,Jahlil Okafor,0,19
1071,16,Jahlil Okafor,0,19
1072,17,Jahlil Okafor,50,19
1073,18,Jahlil Okafor,60,19
1074,19,Jahlil Okafor,60,19
1075,20,Jahlil Okafor,60,19
1076,21,Jahlil Okafor,60,19
1077,22,Jahlil Okafor,5,19
1078,23,Jahlil Okafor,0,19
1079,24,Jahlil Okafor,0,19
1080,25,Jahlil Okafor,60,19
1081,26,Jahlil Okafor,60,19
1082,27,Jahlil Okafor,60,19
1083,28,Jahlil Okafor,60,19
1084,29,Jahlil Okafor,9,19
1085,30,Jahlil Okafor,0,19
1086,31,Jahlil Okafor,0,19
1087,32,Jahlil Okafor,0,19
1088,33,Jahlil Okafor,0,19
1089,34,Jahlil Okafor,0,19
1090,35,Jahlil Okafor,0,19
1091,36,Jahlil Okafor,0,19
1092,37,Jahlil Okafor,60,19
1093,38,Jahlil Okafor,60,19
1094,39,Jahlil Okafor,60,19
1095,40,Jahlil Okafor,60,19
1096,41,Jahlil Okafor,60,19
1097,42,Jahlil Okafor,53,19
1098,43,Jahlil Okafor,0,19
1099,44,Jahlil Okafor,23,19
1100,45,Jahlil Okafor,60,19
1101,46,Jahlil Okafor,60,19
1102,47,Jahlil Okafor,60,19
1103,48,Jahlil Okafor,59,19
