,TEAM_ID,DREB_CHANCE_PCT,DREB_CHANCES,DREB,DREB_CHANCE_DEFER,DEFER_PER_CHANCE,TEAM_NAME,DREB_PCT,OPP_FG_MISSED,PTS_2ND_CHANCE,OPP_PTS_2ND_CHANCE,2ND_CHANCE_PTS_DIFF,REB_CHANCES_PER_MISS,CONTEST_OREB_AGAINST,UNCONTEST_OREB_AGAINST,UNCONTEST_OREB_PER_MISS,OREB_CONTEST_PCT,CONTESTS_WON,YEAR
6,1610612749,0.602,1377,829,105,0.07625272331154684,Milwaukee Bucks,0.763,1161.0,252.0,339.0,-87.0,1.186046511627907,153,87,0.07493540051679587,0.3625,1.2955367913148372,2017-18
7,1610612739,0.609,1608,979,127,0.07898009950248756,Cleveland Cavaliers,0.764,1352.0,344.0,362.0,-18.0,1.1893491124260356,150,140,0.10355029585798817,0.4827586206896552,1.2379979570990807,2017-18
8,1610612745,0.64,1479,946,111,0.07505070993914807,Houston Rockets,0.813,1240.0,333.0,316.0,17.0,1.1927419354838709,131,86,0.06935483870967742,0.39631336405529954,1.2198731501057083,2017-18
9,1610612746,0.599,1475,883,116,0.07864406779661016,LA Clippers,0.7659999999999999,1220.0,380.0,343.0,37.0,1.209016393442623,150,112,0.09180327868852459,0.42748091603053434,1.2548131370328426,2017-18
10,1610612747,0.603,1600,965,114,0.07125,Los Angeles Lakers,0.778,1323.0,382.0,368.0,14.0,1.2093726379440666,157,103,0.07785336356764928,0.39615384615384613,1.2642487046632125,2017-18
11,1610612760,0.5670000000000001,1517,860,109,0.07185234014502308,Oklahoma City Thunder,0.7759999999999999,1251.0,407.0,327.0,80.0,1.2126298960831334,136,108,0.08633093525179857,0.4426229508196721,1.3290697674418606,2017-18
12,1610612754,0.581,1667,969,128,0.07678464307138572,Indiana Pacers,0.755,1369.0,359.0,410.0,-51.0,1.2176771365960555,182,113,0.08254200146092038,0.38305084745762713,1.2961816305469556,2017-18
13,1610612758,0.583,1472,858,124,0.08423913043478261,Sacramento Kings,0.763,1203.0,333.0,340.0,-7.0,1.2236076475477973,154,102,0.08478802992518704,0.3984375,1.2832167832167831,2017-18
14,1610612752,0.581,1612,937,112,0.06947890818858561,New York Knicks,0.774,1315.0,426.0,350.0,76.0,1.2258555133079847,152,112,0.08517110266159696,0.42424242424242425,1.2838847385272145,2017-18
15,1610612764,0.589,1639,966,132,0.08053691275167785,Washington Wizards,0.765,1336.0,354.0,399.0,-45.0,1.2267964071856288,161,125,0.09356287425149701,0.4370629370629371,1.2536231884057971,2017-18
16,1610612756,0.583,1768,1031,150,0.08484162895927602,Phoenix Suns,0.763,1438.0,410.0,429.0,-19.0,1.2294853963838666,179,137,0.0952712100139082,0.43354430379746833,1.2618816682832201,2017-18
17,1610612748,0.5760000000000001,1561,899,120,0.07687379884689302,Miami Heat,0.7859999999999999,1268.0,263.0,348.0,-85.0,1.2310725552050472,133,96,0.07570977917981073,0.4192139737991266,1.3036707452725251,2017-18
18,1610612743,0.604,1583,956,112,0.07075173720783323,Denver Nuggets,0.779,1285.0,451.0,310.0,141.0,1.2319066147859923,166,93,0.07237354085603113,0.3590733590733591,1.2468619246861925,2017-18
19,1610612744,0.578,1830,1058,135,0.07377049180327869,Golden State Warriors,0.768,1483.0,284.0,389.0,-105.0,1.2339851652056641,161,140,0.09440323668240054,0.46511627906976744,1.2693761814744802,2017-18
20,1610612755,0.603,1720,1037,126,0.07325581395348837,Philadelphia 76ers,0.7829999999999999,1389.0,414.0,366.0,48.0,1.238300935925126,158,123,0.08855291576673865,0.4377224199288256,1.2208293153326903,2017-18
21,1610612759,0.601,1635,983,131,0.0801223241590214,San Antonio Spurs,0.7909999999999999,1317.0,416.0,315.0,101.0,1.2414578587699316,133,119,0.09035687167805619,0.4722222222222222,1.2187182095625635,2017-18
22,1610612765,0.5820000000000001,1587,924,126,0.07939508506616257,Detroit Pistons,0.775,1277.0,391.0,312.0,79.0,1.2427564604541894,153,112,0.08770555990602975,0.4226415094339623,1.2608225108225108,2017-18
23,1610612763,0.573,1577,904,109,0.06911857958148383,Memphis Grizzlies,0.7709999999999999,1267.0,278.0,336.0,-58.0,1.244672454617206,160,87,0.06866614048934491,0.3522267206477733,1.3053097345132743,2017-18
24,1610612742,0.604,1612,973,154,0.09553349875930521,Dallas Mavericks,0.795,1282.0,290.0,333.0,-43.0,1.2574102964118565,155,86,0.06708268330733229,0.35684647302904565,1.2291880781089415,2017-18
25,1610612757,0.599,1660,995,132,0.07951807228915662,Portland Trail Blazers,0.8079999999999999,1307.0,348.0,317.0,31.0,1.2700841622035195,139,94,0.07192042846212701,0.4034334763948498,1.2190954773869347,2017-18
26,1610612766,0.596,1722,1026,136,0.07897793263646923,Charlotte Hornets,0.816,1350.0,359.0,287.0,72.0,1.2755555555555556,123,101,0.07481481481481482,0.45089285714285715,1.2173489278752436,2017-18
27,1610612741,0.602,1635,985,161,0.09847094801223241,Chicago Bulls,0.812,1280.0,309.0,293.0,16.0,1.27734375,139,88,0.06875,0.3876651982378855,1.2101522842639594,2017-18
28,1610612761,0.557,1603,893,116,0.07236431690580163,Toronto Raptors,0.775,1246.0,305.0,366.0,-61.0,1.2865168539325842,154,101,0.08105939004815409,0.396078431372549,1.282194848824188,2017-18
29,1610612762,0.5589999999999999,1675,936,123,0.07343283582089552,Utah Jazz,0.785,1282.0,315.0,333.0,-18.0,1.3065522620904837,143,101,0.07878315132605304,0.4139344262295082,1.2617521367521367,2017-18
