,minute,player,value,pindex
69,22,DeAndre Jordan,1,3
70,23,DeAndre Jordan,1,3
71,24,DeAndre Jordan,1,3
72,25,DeAndre Jordan,1,3
73,26,DeAndre Jordan,1,3
74,27,DeAndre Jordan,1,3
75,28,DeAndre Jordan,1,3
76,29,DeAndre Jordan,1,3
77,30,DeAndre Jordan,1,3
78,31,DeAndre Jordan,1,3
79,32,DeAndre Jordan,1,3
80,33,DeAndre Jordan,1,3
81,34,DeAndre Jordan,1,3
82,35,DeAndre Jordan,1,3
83,36,DeAndre Jordan,1,3
84,37,DeAndre Jordan,0,3
85,38,DeAndre Jordan,0,3
86,39,DeAndre Jordan,0,3
87,40,DeAndre Jordan,0,3
88,41,DeAndre Jordan,0,3
89,42,DeAndre Jordan,0,3
90,43,DeAndre Jordan,1,3
91,44,DeAndre Jordan,1,3
92,45,DeAndre Jordan,1,3
93,46,DeAndre Jordan,1,3
94,47,DeAndre Jordan,1,3
95,48,DeAndre Jordan,1,3
96,1,Wesley Johnson,1,5
97,2,Wesley Johnson,1,5
98,3,Wesley Johnson,1,5
99,4,Wesley Johnson,1,5
100,5,Wesley Johnson,1,5
101,6,Wesley Johnson,1,5
102,7,Wesley Johnson,1,5
103,8,Wesley Johnson,1,5
104,9,Wesley Johnson,1,5
105,10,Wesley Johnson,1,5
106,11,Wesley Johnson,0,5
107,12,Wesley Johnson,0,5
108,13,Wesley Johnson,0,5
109,14,Wesley Johnson,0,5
110,15,Wesley Johnson,0,5
111,16,Wesley Johnson,0,5
112,17,Wesley Johnson,0,5
113,18,Wesley Johnson,1,5
114,19,Wesley Johnson,1,5
115,20,Wesley Johnson,1,5
116,21,Wesley Johnson,1,5
117,22,Wesley Johnson,1,5
118,23,Wesley Johnson,1,5
119,24,Wesley Johnson,1,5
120,25,Wesley Johnson,1,5
121,26,Wesley Johnson,1,5
122,27,Wesley Johnson,1,5
123,28,Wesley Johnson,1,5
124,29,Wesley Johnson,1,5
125,30,Wesley Johnson,1,5
126,31,Wesley Johnson,1,5
127,32,Wesley Johnson,1,5
128,33,Wesley Johnson,0,5
129,34,Wesley Johnson,0,5
130,35,Wesley Johnson,0,5
131,36,Wesley Johnson,1,5
132,37,Wesley Johnson,0,5
133,38,Wesley Johnson,0,5
134,39,Wesley Johnson,0,5
135,40,Wesley Johnson,0,5
136,41,Wesley Johnson,0,5
137,42,Wesley Johnson,1,5
138,43,Wesley Johnson,1,5
139,44,Wesley Johnson,1,5
140,45,Wesley Johnson,1,5
141,46,Wesley Johnson,1,5
142,47,Wesley Johnson,1,5
143,48,Wesley Johnson,2,5
144,1,Blake Griffin,1,1
145,2,Blake Griffin,1,1
146,3,Blake Griffin,1,1
147,4,Blake Griffin,1,1
148,5,Blake Griffin,1,1
149,6,Blake Griffin,1,1
150,7,Blake Griffin,1,1
151,8,Blake Griffin,1,1
152,9,Blake Griffin,1,1
153,10,Blake Griffin,1,1
154,11,Blake Griffin,1,1
155,12,Blake Griffin,0,1
156,13,Blake Griffin,0,1
157,14,Blake Griffin,0,1
158,15,Blake Griffin,0,1
159,16,Blake Griffin,0,1
160,17,Blake Griffin,0,1
161,18,Blake Griffin,1,1
162,19,Blake Griffin,1,1
163,20,Blake Griffin,1,1
164,21,Blake Griffin,1,1
165,22,Blake Griffin,1,1
166,23,Blake Griffin,1,1
167,24,Blake Griffin,1,1
168,25,Blake Griffin,1,1
169,26,Blake Griffin,1,1
170,27,Blake Griffin,1,1
171,28,Blake Griffin,1,1
172,29,Blake Griffin,1,1
173,30,Blake Griffin,1,1
174,31,Blake Griffin,1,1
175,32,Blake Griffin,1,1
176,33,Blake Griffin,1,1
177,34,Blake Griffin,1,1
178,35,Blake Griffin,1,1
179,36,Blake Griffin,1,1
180,37,Blake Griffin,0,1
181,38,Blake Griffin,0,1
182,39,Blake Griffin,0,1
183,40,Blake Griffin,0,1
184,41,Blake Griffin,0,1
185,42,Blake Griffin,1,1
186,43,Blake Griffin,1,1
187,44,Blake Griffin,1,1
188,45,Blake Griffin,1,1
189,46,Blake Griffin,1,1
190,47,Blake Griffin,1,1
191,48,Blake Griffin,1,1
192,1,Tyrone Wallace,1,4
193,2,Tyrone Wallace,1,4
194,3,Tyrone Wallace,1,4
195,4,Tyrone Wallace,1,4
196,5,Tyrone Wallace,1,4
197,6,Tyrone Wallace,1,4
198,7,Tyrone Wallace,1,4
199,8,Tyrone Wallace,1,4
200,9,Tyrone Wallace,1,4
201,10,Tyrone Wallace,1,4
202,11,Tyrone Wallace,1,4
203,12,Tyrone Wallace,1,4
204,13,Tyrone Wallace,0,4
205,14,Tyrone Wallace,0,4
206,15,Tyrone Wallace,0,4
207,16,Tyrone Wallace,0,4
208,17,Tyrone Wallace,0,4
209,18,Tyrone Wallace,0,4
210,19,Tyrone Wallace,0,4
211,20,Tyrone Wallace,1,4
212,21,Tyrone Wallace,1,4
213,22,Tyrone Wallace,1,4
214,23,Tyrone Wallace,1,4
215,24,Tyrone Wallace,1,4
216,25,Tyrone Wallace,1,4
217,26,Tyrone Wallace,1,4
218,27,Tyrone Wallace,1,4
219,28,Tyrone Wallace,1,4
220,29,Tyrone Wallace,1,4
221,30,Tyrone Wallace,1,4
222,31,Tyrone Wallace,1,4
223,32,Tyrone Wallace,1,4
224,33,Tyrone Wallace,1,4
225,34,Tyrone Wallace,1,4
226,35,Tyrone Wallace,1,4
227,36,Tyrone Wallace,0,4
228,37,Tyrone Wallace,0,4
229,38,Tyrone Wallace,0,4
230,39,Tyrone Wallace,0,4
231,40,Tyrone Wallace,0,4
232,41,Tyrone Wallace,0,4
233,42,Tyrone Wallace,1,4
234,43,Tyrone Wallace,1,4
235,44,Tyrone Wallace,1,4
236,45,Tyrone Wallace,0,4
237,46,Tyrone Wallace,0,4
238,47,Tyrone Wallace,0,4
239,48,Tyrone Wallace,1,4
240,1,Lou Williams,0,2
241,2,Lou Williams,0,2
242,3,Lou Williams,0,2
243,4,Lou Williams,0,2
244,5,Lou Williams,0,2
245,6,Lou Williams,1,2
246,7,Lou Williams,1,2
247,8,Lou Williams,1,2
248,9,Lou Williams,1,2
249,10,Lou Williams,1,2
250,11,Lou Williams,1,2
251,12,Lou Williams,1,2
252,13,Lou Williams,1,2
253,14,Lou Williams,1,2
254,15,Lou Williams,1,2
255,16,Lou Williams,1,2
256,17,Lou Williams,1,2
257,18,Lou Williams,1,2
258,19,Lou Williams,1,2
259,20,Lou Williams,1,2
260,21,Lou Williams,1,2
261,22,Lou Williams,1,2
262,23,Lou Williams,1,2
263,24,Lou Williams,1,2
264,25,Lou Williams,0,2
265,26,Lou Williams,0,2
266,27,Lou Williams,0,2
267,28,Lou Williams,0,2
268,29,Lou Williams,0,2
269,30,Lou Williams,0,2
270,31,Lou Williams,0,2
271,32,Lou Williams,1,2
272,33,Lou Williams,1,2
273,34,Lou Williams,1,2
274,35,Lou Williams,1,2
275,36,Lou Williams,1,2
276,37,Lou Williams,1,2
277,38,Lou Williams,1,2
278,39,Lou Williams,1,2
279,40,Lou Williams,1,2
280,41,Lou Williams,1,2
281,42,Lou Williams,1,2
282,43,Lou Williams,1,2
283,44,Lou Williams,1,2
284,45,Lou Williams,1,2
285,46,Lou Williams,1,2
286,47,Lou Williams,1,2
287,48,Lou Williams,1,2
288,1,Montrezl Harrell,0,8
289,2,Montrezl Harrell,0,8
290,3,Montrezl Harrell,0,8
291,4,Montrezl Harrell,0,8
292,5,Montrezl Harrell,0,8
293,6,Montrezl Harrell,0,8
294,7,Montrezl Harrell,0,8
295,8,Montrezl Harrell,0,8
296,9,Montrezl Harrell,0,8
297,10,Montrezl Harrell,0,8
298,11,Montrezl Harrell,1,8
299,12,Montrezl Harrell,1,8
300,13,Montrezl Harrell,1,8
301,14,Montrezl Harrell,1,8
302,15,Montrezl Harrell,1,8
303,16,Montrezl Harrell,1,8
304,17,Montrezl Harrell,1,8
305,18,Montrezl Harrell,0,8
306,19,Montrezl Harrell,0,8
307,20,Montrezl Harrell,0,8
308,21,Montrezl Harrell,0,8
309,22,Montrezl Harrell,0,8
310,23,Montrezl Harrell,0,8
311,24,Montrezl Harrell,0,8
312,25,Montrezl Harrell,0,8
313,26,Montrezl Harrell,0,8
314,27,Montrezl Harrell,0,8
315,28,Montrezl Harrell,0,8
316,29,Montrezl Harrell,0,8
317,30,Montrezl Harrell,0,8
318,31,Montrezl Harrell,0,8
319,32,Montrezl Harrell,0,8
320,33,Montrezl Harrell,0,8
321,34,Montrezl Harrell,0,8
322,35,Montrezl Harrell,0,8
323,36,Montrezl Harrell,0,8
324,37,Montrezl Harrell,1,8
325,38,Montrezl Harrell,1,8
326,39,Montrezl Harrell,1,8
327,40,Montrezl Harrell,1,8
328,41,Montrezl Harrell,1,8
329,42,Montrezl Harrell,1,8
330,43,Montrezl Harrell,0,8
331,44,Montrezl Harrell,0,8
332,45,Montrezl Harrell,0,8
333,46,Montrezl Harrell,0,8
334,47,Montrezl Harrell,0,8
335,48,Montrezl Harrell,0,8
336,1,Sindarius Thornwell,0,7
337,2,Sindarius Thornwell,0,7
338,3,Sindarius Thornwell,0,7
339,4,Sindarius Thornwell,0,7
340,5,Sindarius Thornwell,0,7
341,6,Sindarius Thornwell,0,7
342,7,Sindarius Thornwell,0,7
343,8,Sindarius Thornwell,0,7
344,9,Sindarius Thornwell,0,7
345,10,Sindarius Thornwell,0,7
346,11,Sindarius Thornwell,1,7
347,12,Sindarius Thornwell,1,7
348,13,Sindarius Thornwell,1,7
349,14,Sindarius Thornwell,1,7
350,15,Sindarius Thornwell,1,7
351,16,Sindarius Thornwell,1,7
352,17,Sindarius Thornwell,1,7
353,18,Sindarius Thornwell,0,7
354,19,Sindarius Thornwell,0,7
355,20,Sindarius Thornwell,0,7
356,21,Sindarius Thornwell,0,7
357,22,Sindarius Thornwell,0,7
358,23,Sindarius Thornwell,0,7
359,24,Sindarius Thornwell,0,7
360,25,Sindarius Thornwell,0,7
361,26,Sindarius Thornwell,0,7
362,27,Sindarius Thornwell,0,7
363,28,Sindarius Thornwell,0,7
364,29,Sindarius Thornwell,0,7
365,30,Sindarius Thornwell,0,7
366,31,Sindarius Thornwell,0,7
367,32,Sindarius Thornwell,0,7
368,33,Sindarius Thornwell,1,7
369,34,Sindarius Thornwell,1,7
370,35,Sindarius Thornwell,1,7
371,36,Sindarius Thornwell,0,7
372,37,Sindarius Thornwell,1,7
373,38,Sindarius Thornwell,1,7
374,39,Sindarius Thornwell,1,7
375,40,Sindarius Thornwell,1,7
376,41,Sindarius Thornwell,1,7
377,42,Sindarius Thornwell,0,7
378,43,Sindarius Thornwell,0,7
379,44,Sindarius Thornwell,0,7
380,45,Sindarius Thornwell,0,7
381,46,Sindarius Thornwell,0,7
382,47,Sindarius Thornwell,0,7
383,48,Sindarius Thornwell,2,7
384,1,Sam Dekker,0,9
385,2,Sam Dekker,0,9
386,3,Sam Dekker,0,9
387,4,Sam Dekker,0,9
388,5,Sam Dekker,0,9
389,6,Sam Dekker,0,9
390,7,Sam Dekker,0,9
391,8,Sam Dekker,0,9
392,9,Sam Dekker,0,9
393,10,Sam Dekker,0,9
394,11,Sam Dekker,0,9
395,12,Sam Dekker,1,9
396,13,Sam Dekker,1,9
397,14,Sam Dekker,1,9
398,15,Sam Dekker,1,9
399,16,Sam Dekker,1,9
400,17,Sam Dekker,1,9
401,18,Sam Dekker,0,9
402,19,Sam Dekker,0,9
403,20,Sam Dekker,0,9
404,21,Sam Dekker,0,9
405,22,Sam Dekker,0,9
406,23,Sam Dekker,0,9
407,24,Sam Dekker,0,9
408,25,Sam Dekker,0,9
409,26,Sam Dekker,0,9
410,27,Sam Dekker,0,9
411,28,Sam Dekker,0,9
412,29,Sam Dekker,0,9
413,30,Sam Dekker,0,9
414,31,Sam Dekker,0,9
415,32,Sam Dekker,0,9
416,33,Sam Dekker,0,9
417,34,Sam Dekker,0,9
418,35,Sam Dekker,0,9
419,36,Sam Dekker,0,9
420,37,Sam Dekker,1,9
421,38,Sam Dekker,1,9
422,39,Sam Dekker,1,9
423,40,Sam Dekker,1,9
424,41,Sam Dekker,1,9
425,42,Sam Dekker,0,9
426,43,Sam Dekker,0,9
427,44,Sam Dekker,0,9
428,45,Sam Dekker,0,9
429,46,Sam Dekker,0,9
430,47,Sam Dekker,0,9
431,48,Sam Dekker,0,9
